data,0.202806264162064,-0.127246826887131,-0.072398342192173,0.940016150474548,-0.357829689979553,1.03883790969849,0.066632822155953,0.606580257415772,0.429790169000626,0.4173444211483,0.266545355319977,-0.094662219285965,-0.479863673448563,-0.275699108839035,0.123095005750656,-0.178617775440216,0.380665242671967,0.230028390884399,-0.07675763964653,-0.216260954737663
mining,0.354502737522125,-0.198113158345223,-0.7085120677948,1.74437463283539,0.20176950097084,0.415235966444016,-0.760029733181,0.504229426383972,0.579347312450409,-0.387042880058289,0.092280387878418,0.257926881313324,-0.252172499895096,0.038300257176161,0.653456032276154,0.640295386314392,0.824884057044983,0.538529813289642,-0.01337881013751,-1.05240094661713
pergerakan,0.026500018313527,-0.588965713977814,-0.760429263114929,0.700219094753265,0.091361843049526,0.284958273172379,-0.591158986091614,-0.473279118537903,0.25267481803894,-0.752325415611267,0.334754168987274,-1.14433479309082,-0.954412400722504,-0.363597363233566,0.642063975334168,0.247552052140236,-0.151784777641296,0.050171665847302,0.031486548483372,0.072146028280258
nilai,0.306997656822205,-0.365214645862579,-0.135372087359428,1.01477086544037,-0.007119977846742,0.049080744385719,-0.176886290311813,0.361075878143311,0.552397727966309,-0.179230317473412,0.3890560567379,-0.46130821108818,-0.287190556526184,-0.924649357795715,0.203475415706634,0.079994507133961,0.052996292710304,-0.574035882949829,0.020323319360614,0.832764267921448
mata,1.17436325550079,-0.570744574069977,-0.647367537021637,1.30293464660645,0.003109109355137,0.65397709608078,-0.571755707263947,-0.662006437778473,-0.476044684648514,-0.290289312601089,0.423915326595306,-0.682262897491455,-0.951463460922241,0.534260630607605,0.961171925067902,0.414095193147659,0.515984833240509,-0.463998347520828,0.007654073648155,0.828896403312683
uang,-0.074534825980663,-0.096096135675907,-0.981296181678772,1.08450937271118,0.131482437252998,0.97298938035965,-0.835317730903626,0.016961650922895,-0.751929342746735,-0.610274195671081,0.143015265464783,-0.946546971797943,-0.618441164493561,0.572841107845306,0.94271856546402,-0.090183645486832,0.057157553732395,-0.208700820803642,-0.044331509619951,0.522820472717285
exchange,1.03831565380096,-0.413888573646545,-0.319183528423309,0.802196383476257,-0.658782422542572,0.131557583808899,-0.743697106838226,-0.272177457809448,-0.67151814699173,-0.634087860584259,0.74051171541214,-0.788667023181915,0.223713144659996,-0.23426628112793,-1.28237462043762,-0.648149073123932,0.523642241954803,-0.681962132453918,-0.306714832782745,-0.186699435114861
pasar,-0.220612660050392,-0.321955919265747,-0.227693632245064,1.10632503032684,-0.145546928048134,0.042855829000473,-0.276672452688217,0.578780353069305,-0.669437289237976,-1.57305288314819,0.149336770176887,-0.840327203273773,-0.439283967018127,0.299909234046936,0.081574618816376,0.139074012637138,0.292987287044525,0.146174937486649,-0.111979089677334,0.156502574682236
market,0.399767607450485,-0.008971847593784,-0.216266825795174,0.74213969707489,-0.656689703464508,-0.332791268825531,-0.158919185400009,-0.109470047056675,0.027531001716852,-0.992929697036743,-0.006846056785434,-1.15953958034515,-0.026713388040662,-0.356578648090363,-0.091323330998421,0.115497067570686,0.056321553885937,-0.090430863201618,-0.800950586795807,-0.47618767619133
global,-0.175706699490547,-0.495087414979935,-0.12273033708334,1.24217343330383,0.226570606231689,-0.104174673557282,0.249725565314293,0.351594418287277,-0.000591165095102,-1.06976330280304,0.123234033584595,-0.19141012430191,-0.293887078762054,-0.339370518922806,-0.047135833650828,-0.261522203683853,0.173541069030762,-0.434964329004288,0.244226694107056,-0.363442450761795
